customer_id,first_name,last_name,email,country,product_id,product_name,category,price,quantity,order_date,status
43,Cynthia,Simon,jgrant@example.net,Germany,104,Keyboard,Accessories,90,5,2026-06-06 15:03:25.558869,Completed
44,Donna,Hopkins,ohaynes@example.org,Canada,102,Phone,Electronics,800,3,2025-10-26 15:03:25.559065,Pending
45,Alexis,Cooper,cthompson@example.org,Germany,101,Laptop,Electronics,1200,1,2026-06-24 15:03:25.559266,Cancelled
46,Virginia,Taylor,felicia51@example.com,UK,103,Headphones,Accessories,150,5,2025-10-23 15:03:25.559471,Completed
47,Tiffany,Smith,veronica35@example.org,USA,103,Headphones,Accessories,150,3,2026-01-08 15:03:25.559647,Pending
48,Jacob,Lopez,twood@example.net,USA,101,Laptop,Electronics,1200,3,2026-06-02 15:03:25.559845,Cancelled
49,Melinda,Briggs,brandy07@example.org,Germany,106,Mouse,Accessories,50,4,2025-08-28 15:03:25.560020,Cancelled
50,Michelle,Norton,ogriffin@example.net,UK,101,Laptop,Electronics,1200,2,2026-05-05 15:03:25.560214,Completed
51,Benjamin,Castillo,ewest@example.com,USA,108,Charger,Accessories,40,4,2026-03-18 15:03:25.560409,Pending
52,Katherine,Bishop,griffithdana@example.com,Germany,107,Tablet,Electronics,600,4,2025-08-29 15:03:25.560647,Pending
53,Benjamin,Peterson,shawn21@example.com,Germany,101,Laptop,Electronics,1200,4,2025-10-05 15:03:25.560823,Pending
54,Tyler,Lewis,fkemp@example.net,Australia,106,Mouse,Accessories,50,1,2026-04-27 15:03:25.561024,Completed
55,Whitney,Lewis,tcarter@example.net,Canada,105,Monitor,Electronics,400,2,2025-11-20 15:03:25.561218,Completed
56,Angela,Carney,torresjonathan@example.com,USA,104,Keyboard,Accessories,90,1,2025-08-07 15:03:25.561458,Completed
57,Tara,Kramer,michaelserrano@example.net,Germany,103,Headphones,Accessories,150,3,2026-03-28 15:03:25.561697,Cancelled
58,Stephen,Reese,velezjessica@example.org,USA,102,Phone,Electronics,800,1,2025-09-06 15:03:25.561946,Pending
59,Jennifer,Collins,wdavis@example.com,USA,106,Mouse,Accessories,50,3,2026-04-22 15:03:25.562138,Cancelled
60,Victoria,Hanna,richarddavid@example.org,UK,101,Laptop,Electronics,1200,3,2025-07-21 15:03:25.562376,Pending
61,Brittney,Humphrey,gregoryhernandez@example.net,Germany,107,Tablet,Electronics,600,1,2026-04-17 15:03:25.562614,Pending
62,Susan,White,hancockleslie@example.org,Germany,108,Charger,Accessories,40,5,2026-02-27 15:03:25.562858,Pending
63,Kara,Hardy,matthewberry@example.com,Australia,107,Tablet,Electronics,600,2,2025-12-19 15:03:25.563096,Pending
64,Joseph,Collins,sdiaz@example.net,USA,103,Headphones,Accessories,150,4,2025-07-25 15:03:25.563329,Pending
65,Mary,Torres,cindydillon@example.com,Australia,107,Tablet,Electronics,600,5,2025-09-30 15:03:25.563598,Pending
66,James,Watson,richardpatterson@example.net,UK,105,Monitor,Electronics,400,4,2026-03-23 15:03:25.563897,Completed
67,Kevin,Chapman,welchlisa@example.net,UK,106,Mouse,Accessories,50,5,2026-03-10 15:03:25.564137,Cancelled
68,Kyle,Clark,marcusbell@example.net,UK,101,Laptop,Electronics,1200,1,2026-05-18 15:03:25.564376,Completed
69,Lori,Campos,teresa92@example.net,Canada,103,Headphones,Accessories,150,4,2025-09-16 15:03:25.564552,Completed
70,Heather,Porter,ewingkirsten@example.com,Germany,102,Phone,Electronics,800,1,2025-08-21 15:03:25.564791,Cancelled
71,Dennis,Obrien,matthew45@example.org,USA,108,Charger,Accessories,40,2,2026-06-24 15:03:25.564965,Cancelled
72,Charles,Hampton,lopezbrian@example.org,UK,102,Phone,Electronics,800,5,2025-08-29 15:03:25.565201,Cancelled
73,Joseph,Mendez,jeffrey00@example.org,UK,106,Mouse,Accessories,50,1,2025-10-12 15:03:25.565376,Cancelled
74,Jake,Rice,ostein@example.org,UK,101,Laptop,Electronics,1200,5,2026-01-04 15:03:25.565569,Pending
75,Nicole,Waters,michael33@example.net,Germany,106,Mouse,Accessories,50,1,2025-10-04 15:03:25.565744,Completed
76,James,Moore,louis33@example.net,Australia,102,Phone,Electronics,800,4,2025-12-02 15:03:25.565922,Completed
77,Emma,Morales,elizabeth87@example.net,Germany,108,Charger,Accessories,40,2,2025-11-24 15:03:25.566095,Cancelled
78,Betty,Wallace,lynntanya@example.net,Germany,106,Mouse,Accessories,50,3,2025-09-02 15:03:25.566331,Cancelled
79,Nicholas,Garrett,kimberlysimpson@example.com,Australia,106,Mouse,Accessories,50,4,2025-11-26 15:03:25.566578,Pending
80,Joseph,Gordon,dstanton@example.net,UK,106,Mouse,Accessories,50,3,2026-06-08 15:03:25.566773,Cancelled
81,Erik,Kim,stephanie75@example.com,USA,108,Charger,Accessories,40,5,2026-04-04 15:03:25.566948,Completed
82,Tamara,Owens,qellis@example.com,Canada,104,Keyboard,Accessories,90,1,2026-01-04 15:03:25.567142,Pending
83,Kylie,Andrews,richard77@example.com,Germany,105,Monitor,Electronics,400,3,2025-07-24 15:03:25.567317,Cancelled
84,Tasha,Gray,xaviermorales@example.com,Australia,103,Headphones,Accessories,150,3,2026-04-23 15:03:25.567741,Cancelled
85,James,Anderson,henrycynthia@example.org,UK,106,Mouse,Accessories,50,5,2025-07-24 15:03:25.568038,Completed
86,Natasha,Butler,rachel82@example.org,Australia,103,Headphones,Accessories,150,3,2026-02-08 15:03:25.568255,Pending
87,Shaun,Smith,colemanmary@example.com,Germany,104,Keyboard,Accessories,90,2,2026-03-30 15:03:25.568499,Cancelled
88,Oscar,Thompson,watsonamy@example.org,Australia,101,Laptop,Electronics,1200,2,2025-10-04 15:03:25.568739,Completed
89,Michael,Foley,jimsimmons@example.org,Canada,102,Phone,Electronics,800,3,2026-06-17 15:03:25.568979,Completed
90,Betty,Kramer,frank33@example.com,Australia,104,Keyboard,Accessories,90,4,2026-02-22 15:03:25.569156,Completed
91,Alyssa,Rodriguez,randywillis@example.org,Germany,102,Phone,Electronics,800,4,2026-07-21 15:03:25.569400,Completed
92,Joe,Lee,michael52@example.org,UK,105,Monitor,Electronics,400,4,2025-11-04 15:03:25.569577,Pending
93,Heather,Burton,mcdonaldjorge@example.net,Australia,107,Tablet,Electronics,600,2,2025-11-30 15:03:25.569814,Cancelled
94,Carrie,Pollard,wallacemadison@example.com,UK,105,Monitor,Electronics,400,1,2025-12-01 15:03:25.570052,Cancelled
95,Samuel,Villegas,william68@example.net,Germany,106,Mouse,Accessories,50,3,2025-08-27 15:03:25.570226,Pending
96,Jennifer,Holden,michael34@example.org,Australia,104,Keyboard,Accessories,90,5,2025-10-27 15:03:25.570403,Cancelled
97,Joy,Martin,adam19@example.net,UK,103,Headphones,Accessories,150,3,2026-07-15 15:03:25.570583,Completed
98,James,Reed,sscott@example.org,Canada,103,Headphones,Accessories,150,4,2026-06-08 15:03:25.570782,Completed
99,Bryan,Cole,christopher51@example.net,Germany,104,Keyboard,Accessories,90,5,2025-12-25 15:03:25.570962,Pending
100,Michael,Allen,bmendoza@example.com,Canada,103,Headphones,Accessories,150,1,2025-11-09 15:03:25.571159,Cancelled
101,Christopher,Ortiz,qlee@example.com,USA,104,Keyboard,Accessories,90,2,2025-09-04 15:03:25.571360,Cancelled
102,Kathleen,Berry,rodriguezwilliam@example.org,USA,102,Phone,Electronics,800,1,2026-01-01 15:03:25.571603,Pending
103,Shelby,Rogers,kevin79@example.com,UK,103,Headphones,Accessories,150,5,2026-04-05 15:03:25.571782,Cancelled
104,Matthew,Williams,brownjeffrey@example.net,UK,101,Laptop,Electronics,1200,4,2025-09-24 15:03:25.572023,Completed
105,David,Hanna,jessica89@example.org,UK,101,Laptop,Electronics,1200,2,2025-12-06 15:03:25.572210,Completed
106,Eric,Lutz,patriciarios@example.org,Germany,104,Keyboard,Accessories,90,4,2026-04-25 15:03:25.572448,Cancelled
107,Anthony,Williams,jennifer11@example.net,Canada,102,Phone,Electronics,800,5,2025-09-08 15:03:25.572629,Completed
108,Matthew,Jackson,mccluredavid@example.com,Germany,104,Keyboard,Accessories,90,2,2026-05-17 15:03:25.572869,Cancelled
109,David,Robbins,christinerios@example.org,Australia,104,Keyboard,Accessories,90,5,2026-04-13 15:03:25.573109,Cancelled
110,Michelle,Williams,cbailey@example.com,Germany,102,Phone,Electronics,800,5,2026-05-14 15:03:25.573308,Cancelled
111,Joshua,Hudson,nancy63@example.net,Canada,105,Monitor,Electronics,400,2,2026-06-11 15:03:25.573486,Completed
112,Michael,Gentry,stevencarlson@example.com,Germany,107,Tablet,Electronics,600,4,2026-03-18 15:03:25.573726,Pending
113,Christine,Gordon,gregoryanderson@example.org,Canada,102,Phone,Electronics,800,3,2025-11-16 15:03:25.573969,Completed
114,Mark,Smith,nathanpayne@example.org,Canada,103,Headphones,Accessories,150,4,2026-01-25 15:03:25.574210,Pending
115,Suzanne,Thornton,bauermario@example.org,Canada,105,Monitor,Electronics,400,1,2026-06-12 15:03:25.574454,Cancelled
116,Nicole,Brown,shawn36@example.net,Australia,102,Phone,Electronics,800,3,2025-10-26 15:03:25.574632,Cancelled
117,Emily,Wilcox,joycummings@example.org,Australia,103,Headphones,Accessories,150,1,2026-02-05 15:03:25.574874,Pending
118,Ashley,Smith,williamthomas@example.net,Canada,101,Laptop,Electronics,1200,3,2026-06-21 15:03:25.575117,Completed
119,David,Huff,justin47@example.org,Germany,101,Laptop,Electronics,1200,3,2026-06-15 15:03:25.575297,Cancelled
120,Marilyn,Harrington,aweaver@example.org,Germany,106,Mouse,Accessories,50,4,2026-04-16 15:03:25.575494,Pending
121,Linda,Collins,ipacheco@example.com,UK,107,Tablet,Electronics,600,5,2026-07-17 15:03:25.575690,Cancelled
122,Zachary,Reyes,wilsonbrian@example.net,USA,103,Headphones,Accessories,150,4,2026-05-31 15:03:25.575932,Completed
123,Benjamin,Mccullough,zcosta@example.org,Germany,107,Tablet,Electronics,600,2,2025-09-15 15:03:25.576127,Cancelled
124,Richard,Parker,pauldonald@example.net,Australia,103,Headphones,Accessories,150,5,2025-07-24 15:03:25.576366,Completed
125,Jay,Stanley,timothy39@example.org,USA,106,Mouse,Accessories,50,1,2025-08-16 15:03:25.576544,Completed
126,Susan,Mann,juliegriffin@example.net,Germany,104,Keyboard,Accessories,90,3,2026-03-02 15:03:25.576785,Pending
127,Ryan,Thompson,robert95@example.com,UK,105,Monitor,Electronics,400,2,2026-01-10 15:03:25.576963,Cancelled
128,Kathleen,Hoffman,krivers@example.org,USA,107,Tablet,Electronics,600,1,2026-01-23 15:03:25.577158,Cancelled
129,Austin,Oliver,eduardo62@example.com,Australia,105,Monitor,Electronics,400,2,2026-07-05 15:03:25.577374,Completed
130,Ashley,Morales,yosborne@example.net,UK,104,Keyboard,Accessories,90,4,2025-11-27 15:03:25.577597,Pending
131,Melinda,Jones,rlarson@example.com,Germany,101,Laptop,Electronics,1200,1,2026-02-04 15:03:25.577796,Completed
132,Teresa,Hernandez,alvin12@example.com,Canada,108,Charger,Accessories,40,1,2025-10-02 15:03:25.577973,Completed
133,Nicholas,Gutierrez,josephholt@example.net,USA,108,Charger,Accessories,40,4,2025-12-17 15:03:25.578212,Pending
134,Donna,Fernandez,hmoreno@example.com,Germany,107,Tablet,Electronics,600,5,2026-04-03 15:03:25.578408,Cancelled
135,Noah,Hill,stacy36@example.org,Germany,104,Keyboard,Accessories,90,3,2026-02-18 15:03:25.578586,Cancelled
136,Kelsey,Murray,jallen@example.com,Australia,102,Phone,Electronics,800,1,2025-08-03 15:03:25.578780,Pending
137,Jessica,Morgan,randyharrison@example.net,USA,102,Phone,Electronics,800,3,2026-05-04 15:03:25.579029,Cancelled
138,William,Jensen,icollins@example.net,Canada,101,Laptop,Electronics,1200,1,2025-08-13 15:03:25.579230,Pending
139,Mary,Taylor,khendricks@example.net,Australia,103,Headphones,Accessories,150,1,2026-06-17 15:03:25.579433,Pending
140,Johnny,Warren,moorebrandy@example.com,USA,105,Monitor,Electronics,400,4,2025-10-17 15:03:25.579680,Pending
141,Christopher,Phillips,bushdanny@example.net,Australia,104,Keyboard,Accessories,90,2,2026-07-19 15:03:25.579954,Pending
142,David,Russell,melissagreen@example.org,USA,104,Keyboard,Accessories,90,2,2026-03-09 15:03:25.580282,Completed
143,Gregory,Morgan,anthony53@example.com,Germany,105,Monitor,Electronics,400,3,2025-07-21 15:03:25.580462,Pending
144,Michael,Flores,angelamoran@example.org,Australia,107,Tablet,Electronics,600,1,2025-12-29 15:03:25.580763,Pending
145,Catherine,Hudson,michael75@example.net,UK,102,Phone,Electronics,800,2,2026-07-08 15:03:25.580938,Cancelled
146,Arthur,Dixon,daniel62@example.com,Germany,103,Headphones,Accessories,150,1,2026-05-25 15:03:25.581112,Completed
147,Carol,Hill,yturner@example.com,Canada,107,Tablet,Electronics,600,2,2025-08-23 15:03:25.581309,Completed
148,Eric,Wilson,michael25@example.com,Australia,107,Tablet,Electronics,600,2,2026-03-17 15:03:25.581486,Cancelled
149,Dustin,Jones,lorichen@example.net,UK,108,Charger,Accessories,40,4,2025-08-01 15:03:25.581723,Cancelled
150,Joseph,Ramirez,corey26@example.org,UK,104,Keyboard,Accessories,90,1,2025-10-25 15:03:25.581902,Completed
151,Debbie,Jackson,ahayes@example.net,Germany,107,Tablet,Electronics,600,1,2026-05-16 15:03:25.582100,Cancelled
152,Brandon,Taylor,hguerra@example.org,UK,108,Charger,Accessories,40,1,2026-03-13 15:03:25.582295,Cancelled
153,Mary,Williams,beth24@example.com,Canada,107,Tablet,Electronics,600,5,2025-08-21 15:03:25.582471,Pending
154,Joseph,Bass,jhayes@example.org,Canada,107,Tablet,Electronics,600,1,2026-03-15 15:03:25.582669,Pending
155,Julie,Houston,bpeters@example.org,USA,104,Keyboard,Accessories,90,3,2026-03-14 15:03:25.582865,Completed
156,Kylie,Reese,melvin20@example.net,Australia,101,Laptop,Electronics,1200,5,2026-06-16 15:03:25.583047,Pending
157,Nicholas,Chapman,christopher07@example.org,Germany,102,Phone,Electronics,800,5,2026-02-05 15:03:25.583224,Pending
158,Deborah,Smith,joelferguson@example.net,USA,102,Phone,Electronics,800,3,2025-08-17 15:03:25.583617,Cancelled
159,Kevin,Alvarez,landerson@example.org,Canada,103,Headphones,Accessories,150,2,2026-06-01 15:03:25.583879,Pending
160,Patrick,Lambert,bryan31@example.net,USA,108,Charger,Accessories,40,4,2025-09-15 15:03:25.584059,Cancelled
161,Jamie,Ellis,mkim@example.com,Australia,106,Mouse,Accessories,50,4,2025-12-09 15:03:25.584257,Cancelled
162,Whitney,Mcdonald,daniel16@example.net,USA,108,Charger,Accessories,40,1,2025-12-16 15:03:25.584440,Cancelled
163,Tiffany,Gonzalez,michellebooker@example.org,Australia,106,Mouse,Accessories,50,5,2026-05-08 15:03:25.584734,Cancelled
164,Jaclyn,Ryan,gvalenzuela@example.com,UK,104,Keyboard,Accessories,90,3,2025-11-30 15:03:25.584973,Completed
165,Sara,Garcia,vasquezmakayla@example.net,UK,108,Charger,Accessories,40,5,2025-12-02 15:03:25.585221,Cancelled
166,Cassandra,Garza,taylorkatherine@example.org,USA,107,Tablet,Electronics,600,3,2025-11-19 15:03:25.585462,Cancelled
167,Brenda,Young,smedina@example.org,UK,101,Laptop,Electronics,1200,4,2026-02-20 15:03:25.585663,Completed
168,Cassandra,Rodriguez,justin26@example.com,USA,104,Keyboard,Accessories,90,2,2026-05-03 15:03:25.585841,Pending
169,Adam,Murray,carlos98@example.net,Australia,101,Laptop,Electronics,1200,4,2025-10-24 15:03:25.586017,Pending
170,Nathan,Wilson,dawnyoung@example.net,UK,105,Monitor,Electronics,400,2,2026-05-19 15:03:25.586263,Completed
171,Eric,Bowman,josephellis@example.com,Canada,104,Keyboard,Accessories,90,1,2026-05-18 15:03:25.586511,Pending
172,Jeffery,Hill,imorales@example.org,USA,105,Monitor,Electronics,400,2,2026-05-13 15:03:25.586710,Cancelled
173,Lisa,Jones,matthewharris@example.com,Germany,102,Phone,Electronics,800,2,2025-12-21 15:03:25.586951,Pending
174,Kevin,Welch,kylesalazar@example.org,Canada,104,Keyboard,Accessories,90,5,2025-12-06 15:03:25.587196,Cancelled
175,Patrick,King,teresa43@example.com,Australia,106,Mouse,Accessories,50,4,2025-10-28 15:03:25.587374,Cancelled
176,Carolyn,Black,caroline41@example.org,Germany,102,Phone,Electronics,800,2,2025-08-01 15:03:25.587555,Cancelled
177,Jeremy,Barajas,brooksvictor@example.net,Australia,104,Keyboard,Accessories,90,5,2025-12-22 15:03:25.587800,Cancelled
178,David,Hammond,ebennett@example.org,Canada,101,Laptop,Electronics,1200,3,2025-08-06 15:03:25.587996,Pending
179,Alex,Carr,kelligross@example.org,USA,101,Laptop,Electronics,1200,4,2026-03-27 15:03:25.588285,Completed
180,Zachary,Zimmerman,burnswilliam@example.com,USA,102,Phone,Electronics,800,2,2025-09-05 15:03:25.588555,Pending
181,Angela,Zamora,jameslee@example.net,Germany,108,Charger,Accessories,40,4,2026-02-18 15:03:25.588793,Pending
182,Douglas,Miller,caldwelljason@example.net,UK,104,Keyboard,Accessories,90,3,2025-09-11 15:03:25.589033,Completed
183,Jason,Simmons,don23@example.com,Australia,101,Laptop,Electronics,1200,3,2026-03-11 15:03:25.589210,Cancelled
184,Claire,Bender,williamkramer@example.net,Germany,103,Headphones,Accessories,150,5,2026-04-09 15:03:25.589449,Completed
185,Jessica,Floyd,mbrown@example.org,Canada,108,Charger,Accessories,40,1,2025-11-19 15:03:25.589643,Cancelled
186,Melanie,Shepherd,vincentroth@example.net,Germany,104,Keyboard,Accessories,90,5,2025-11-16 15:03:25.589881,Cancelled
187,Tabitha,Patterson,xgarcia@example.org,USA,107,Tablet,Electronics,600,4,2025-11-13 15:03:25.590098,Pending
188,Renee,Carpenter,tammybennett@example.net,USA,103,Headphones,Accessories,150,5,2025-11-09 15:03:25.590340,Cancelled
189,Melanie,Arroyo,bbennett@example.org,USA,101,Laptop,Electronics,1200,1,2025-12-01 15:03:25.590535,Pending
190,Michael,Miller,carlos55@example.com,Germany,103,Headphones,Accessories,150,2,2025-10-20 15:03:25.590710,Pending
191,Joshua,Sparks,amanda63@example.com,Canada,102,Phone,Electronics,800,2,2026-04-07 15:03:25.590885,Cancelled
192,Charles,Stephenson,howard90@example.org,Germany,107,Tablet,Electronics,600,1,2025-09-23 15:03:25.591064,Completed
193,Dustin,Cooper,brian12@example.com,Canada,108,Charger,Accessories,40,4,2025-11-17 15:03:25.591239,Completed
194,Rachel,Ford,davidowen@example.org,USA,106,Mouse,Accessories,50,2,2026-01-18 15:03:25.591476,Cancelled
195,Cheryl,Lucas,wisericky@example.org,Canada,102,Phone,Electronics,800,1,2025-08-06 15:03:25.591715,Completed
196,Jennifer,Lopez,alexiselliott@example.org,Germany,102,Phone,Electronics,800,1,2026-04-22 15:03:25.591951,Cancelled
197,Julie,Tran,houstonsherri@example.com,Germany,103,Headphones,Accessories,150,2,2026-03-15 15:03:25.592191,Pending
198,Michael,Hernandez,bmcneil@example.com,Germany,101,Laptop,Electronics,1200,4,2026-04-24 15:03:25.592385,Cancelled
199,Gary,Powell,yolandaclark@example.com,UK,106,Mouse,Accessories,50,1,2025-08-29 15:03:25.592624,Pending
200,Jessica,Hines,shawncox@example.net,Canada,103,Headphones,Accessories,150,4,2025-12-15 15:03:25.592862,Completed
201,Ashley,Cruz,forderik@example.org,UK,105,Monitor,Electronics,400,2,2025-10-17 15:03:25.593102,Cancelled
202,Shawn,Brown,spencer79@example.com,Canada,102,Phone,Electronics,800,3,2026-02-01 15:03:25.593279,Pending
203,Anne,Hopkins,ncurtis@example.com,UK,105,Monitor,Electronics,400,4,2026-03-02 15:03:25.593474,Completed
204,Morgan,Ray,jeffreymclaughlin@example.com,USA,107,Tablet,Electronics,600,3,2026-05-04 15:03:25.593713,Pending
205,Jennifer,Brown,gibsonharold@example.net,Australia,105,Monitor,Electronics,400,5,2025-09-12 15:03:25.593950,Completed
206,Kara,Lawson,nterry@example.net,USA,104,Keyboard,Accessories,90,3,2025-09-28 15:03:25.594176,Completed
207,Anthony,Hayes,qford@example.net,UK,107,Tablet,Electronics,600,1,2026-02-09 15:03:25.594388,Pending
208,Brandon,Aguilar,gina63@example.com,UK,107,Tablet,Electronics,600,4,2025-08-03 15:03:25.594580,Completed
209,Kristen,Sanchez,tweaver@example.org,Australia,108,Charger,Accessories,40,5,2026-05-29 15:03:25.594796,Pending
210,Gregory,Mccullough,changbrett@example.com,UK,106,Mouse,Accessories,50,4,2026-05-24 15:03:25.595033,Cancelled
211,Colin,Lopez,dlove@example.org,UK,108,Charger,Accessories,40,4,2025-09-23 15:03:25.595230,Pending
212,Taylor,Kane,harmontyler@example.net,Germany,101,Laptop,Electronics,1200,3,2026-02-25 15:03:25.595469,Cancelled
213,Meghan,Rodriguez,bcrawford@example.org,Australia,108,Charger,Accessories,40,4,2026-01-20 15:03:25.595663,Completed
214,Jason,Ryan,allisonrodriguez@example.org,Germany,104,Keyboard,Accessories,90,5,2026-03-24 15:03:25.595902,Pending
215,Kenneth,Martinez,michaelcox@example.com,UK,101,Laptop,Electronics,1200,5,2025-07-27 15:03:25.596142,Pending
216,Amanda,Blair,lindseyevan@example.org,Germany,105,Monitor,Electronics,400,2,2025-10-31 15:03:25.596380,Completed
217,Lisa,Boyd,alvarezkatelyn@example.net,USA,104,Keyboard,Accessories,90,4,2026-02-01 15:03:25.596657,Completed
218,Kristi,Carlson,danderson@example.net,Australia,102,Phone,Electronics,800,1,2026-02-28 15:03:25.596887,Pending
219,Linda,Dunn,kimberlyduran@example.org,UK,104,Keyboard,Accessories,90,2,2025-12-16 15:03:25.597272,Completed
220,Steven,Thompson,mrichardson@example.org,UK,107,Tablet,Electronics,600,2,2025-08-11 15:03:25.597473,Completed
221,Anthony,Bender,dschultz@example.com,Australia,107,Tablet,Electronics,600,5,2026-03-06 15:03:25.597740,Pending
222,Nicholas,Larsen,madison30@example.com,Canada,103,Headphones,Accessories,150,5,2025-07-25 15:03:25.597916,Pending
223,Rachel,Morris,glasskurt@example.net,Canada,103,Headphones,Accessories,150,5,2025-09-06 15:03:25.598158,Completed
224,Michelle,Tucker,morganlee@example.org,UK,103,Headphones,Accessories,150,4,2025-11-21 15:03:25.598400,Completed
225,Stacy,Hendricks,amandabird@example.com,USA,107,Tablet,Electronics,600,2,2025-09-25 15:03:25.598644,Cancelled
226,Michael,Bridges,kelly36@example.org,Canada,101,Laptop,Electronics,1200,2,2026-06-08 15:03:25.599245,Pending
227,Thomas,Price,zking@example.com,Canada,106,Mouse,Accessories,50,5,2026-03-08 15:03:25.599461,Completed
